Issue Number,Title,State,Created At,Updated At,Assignee,Labels
5386,Fix download image and add image test for images with source and fast zsmooth ,closed,2021-01-07T22:05:06Z,2021-01-12T18:17:47Z,,bug
5382,Unexpected character in some bundles,closed,2021-01-06T21:43:19Z,2021-01-21T12:58:55Z,,bug
5381,"Yaxis values remain after plotly.react call is made to modify the data of a chart with orientation=""h""",open,2021-01-06T21:21:06Z,2024-08-09T16:51:43Z,,"bug, P3"
5379,Include transforms in partial bundles,closed,2021-01-06T19:55:00Z,2021-01-07T01:59:55Z,,bug
5378,Missing transforms on partial bundles,closed,2021-01-06T19:15:11Z,2021-01-07T01:59:50Z,,bug
5377,ERROR in ./node_modules/image-size/lib/index.js,closed,2021-01-06T17:29:25Z,2021-01-09T20:37:56Z,,bug
5374,LaTeX/MathJax broken using Firefox v82.0,closed,2021-01-06T01:04:48Z,2024-06-26T18:13:39Z,,bug
5360,Plotly does not correctly redraw text items when updated through Plotly.react(),open,2020-12-24T02:12:08Z,2024-08-09T16:51:06Z,,"bug, P3"
5355,"keep null in x,y so regl knows the end of polygon",closed,2020-12-18T20:32:25Z,2021-01-14T19:37:25Z,,"bug, community"
5351,Preserve drawing buffer for gl3d scenes when using Safari 13,closed,2020-12-17T19:54:39Z,2020-12-18T23:35:17Z,,bug
5350,plotly_legenddoubleclick never fires if plotly_legendclick return false,closed,2020-12-17T18:45:56Z,2023-09-22T16:58:47Z,,bug
5345,Fix Plotly.react/Angular missing categories + axis tick labels,closed,2020-12-15T19:47:44Z,2020-12-16T00:59:44Z,,"bug, regression"
5344,"Console error, ""Excepted Number NaN"" with LegendOnly attribute",open,2020-12-15T12:47:33Z,2024-12-23T22:05:24Z,,"bug, P3"
6552,Showticklabels=false and title_standoff not None moves xaxis-title to top,open,2020-12-14T11:30:00Z,2024-08-09T16:50:54Z,,"bug, P3"
5338,odd double-click behaviour with inside ticks,open,2020-12-10T21:15:41Z,2024-08-09T16:50:48Z,,"bug, P3"
5337,tick / ticklabel mismatch with period positioning,closed,2020-12-10T21:14:17Z,2020-12-10T21:58:18Z,,bug
5336,Avoid autoscale error with false autorange,closed,2020-12-10T19:39:23Z,2020-12-11T14:44:51Z,,"bug, regression"
5332,Simplify autorange pipeline for inside ticklabels,closed,2020-12-09T21:56:03Z,2020-12-18T22:48:44Z,,bug
5331,Handle case of nonnegative or tozero rangemodes for inside ticklabels,closed,2020-12-09T16:18:46Z,2020-12-10T02:37:26Z,,"bug, regression"
5330,Pick root.color from treemap/sunburst trace,closed,2020-12-08T21:21:14Z,2020-12-08T21:30:04Z,,"bug, regression"
5329,Make inside ticklabels autorange work with scaleanchor or matches,closed,2020-12-08T20:01:42Z,2020-12-09T00:45:24Z,,bug
5328,treemap regression since 1.58.0,closed,2020-12-08T19:09:42Z,2020-12-08T21:30:00Z,archmoj,"bug, regression"
5326,Position the head of dates for ticklabels in respect to axis side and ticklabelposition on x-axis,closed,2020-12-07T23:09:29Z,2020-12-08T16:04:26Z,,bug
5325,"Provide minimal padding for inside tick labels case of bar, heatmap, line plots",closed,2020-12-07T17:25:58Z,2020-12-07T22:17:29Z,,bug
5324,x-axis second line date formatting edge case,closed,2020-12-07T16:28:06Z,2020-12-08T16:04:22Z,archmoj,bug
5322,ticklabelposition inside with bars,closed,2020-12-07T15:44:11Z,2020-12-07T22:17:23Z,archmoj,bug
5321,strange ticklabelposition behaviour,closed,2020-12-07T15:36:54Z,2020-12-07T22:17:23Z,archmoj,bug
5318,tick labels missing after interacting with plot from angular-plotly,closed,2020-12-05T00:36:45Z,2020-12-17T15:35:15Z,wbrgss,"bug, regression"
5316,[BUG] Candlestick chart is not cleared properly when updated with callback  ,closed,2020-12-04T15:43:37Z,2023-10-26T16:00:27Z,,bug
5315,Adjust minfinalheight in automargin routine to allow narrow subplots e.g. gauge,closed,2020-12-04T14:28:45Z,2020-12-04T16:20:29Z,,"bug, regression"
5314,Plot sizing issue in 1.58.0 release,closed,2020-12-04T11:08:10Z,2020-12-04T21:28:25Z,archmoj,"bug, regression"
5312,Plots are initially displayed with a wrong margin in Chrome,open,2020-12-02T09:53:06Z,2024-08-09T16:50:28Z,,"bug, P3"
5311,zoom behaves incorrectly when dragging with right mouse button held down,open,2020-12-01T15:10:42Z,2024-08-09T16:50:16Z,,"bug, P3"
5307,Use CSS to support fast image rendering on linear axes,closed,2020-11-27T15:33:19Z,2020-12-01T09:44:45Z,antoinerg,"bug, feature"
5305,Add support for fast image rendering on any linear axes,closed,2020-11-26T22:24:38Z,2020-11-30T22:24:35Z,,"bug, feature"
5302,5291: recalculation of dynamic CSS transforms on hover,closed,2020-11-25T01:52:00Z,2020-11-27T16:56:05Z,,"bug, community"
5301,Not enough pad for tickangle -90 on the left side or with tickangle 90 on the right side,closed,2020-11-24T19:44:52Z,2020-12-02T22:58:27Z,archmoj,bug
5298,Rangebreaks autorange bug when first point is inside a break,closed,2020-11-21T19:49:23Z,2024-06-24T13:17:57Z,,bug
5294,"In staticPlot, do not draw-zero length bars",closed,2020-11-20T03:16:27Z,2020-11-22T00:05:04Z,,bug
5293,Set false locale,closed,2020-11-19T21:15:20Z,2020-11-22T00:05:16Z,,bug
5292,Unified hover with hi-freq scatter on low-freq bars,closed,2020-11-19T19:23:50Z,2021-05-02T00:00:08Z,archmoj,bug
5291,Allow for correction of dynamic css transformations,closed,2020-11-19T02:35:47Z,2020-11-27T17:04:07Z,,bug
5290,Autoscale error with false axis.autorange,closed,2020-11-18T22:29:21Z,2020-12-17T13:45:05Z,archmoj,"bug, regression"
5289,Issues while using Google Closure Compiler on plotly-cartesian-1.57.1.js,closed,2020-11-17T16:31:11Z,2024-05-27T16:01:15Z,,bug
5287,rework matching & scaleanchor so they work together,closed,2020-11-17T05:56:47Z,2020-11-21T19:47:33Z,,"bug, feature"
5285,Missing colors in bar legend having a colorscale,closed,2020-11-16T19:38:30Z,2021-06-18T16:34:02Z,,bug
5284,Missing choropleth colors in hover,closed,2020-11-16T19:01:31Z,2024-06-24T13:36:51Z,,bug
5282,Don't add zero-length bars when transitions are off,closed,2020-11-16T17:06:48Z,2020-11-20T15:52:27Z,antoinerg,bug
5281,Hover info offset in Horizontal Bar Charts with low height,closed,2020-11-16T10:35:14Z,2024-06-24T13:17:18Z,,bug
5277,Ploty.js in Shadow DOM hover flicker,closed,2020-11-14T21:05:03Z,2024-11-20T09:02:59Z,,bug
5278,error with array buffer allocation failure,open,2020-11-14T05:59:33Z,2024-08-09T16:49:42Z,,"bug, P3"
5274,Stacked binary traces,closed,2020-11-13T21:25:21Z,2024-06-24T13:17:08Z,,bug
5273,diffConfig always returns true if modeBarButtons (array of array) is populated,open,2020-11-13T18:55:12Z,2024-08-09T16:49:24Z,,"bug, P3"
5269,Fix reordering of mapbox raster/image layers on update,closed,2020-11-12T22:45:49Z,2020-11-13T19:41:19Z,,bug
5268,Fixup categoryorder for missing values in cartesian traces,closed,2020-11-12T17:43:52Z,2020-11-22T00:05:45Z,,bug
5267,category order bug,closed,2020-11-12T14:18:40Z,2020-11-12T21:39:40Z,archmoj,bug
5266,mapox layers reordered after updating figure with Plotly.react,closed,2020-11-12T10:51:00Z,2020-11-13T19:20:56Z,,bug
5263,should clip inside ticks,closed,2020-11-11T18:39:00Z,2020-11-11T19:28:52Z,,bug
5262,missing first tick when ticks: 'inside' and ticklabelmode: 'period',closed,2020-11-11T18:24:43Z,2020-12-02T22:58:27Z,archmoj,bug
5256,Correct wrong element targeting on hover in shadow DOM,closed,2020-11-06T21:19:03Z,2021-01-29T01:43:02Z,,"bug, community"
5250,unable to detect date/category types of 2d array in a surface plot,closed,2020-11-04T18:52:25Z,2020-11-04T19:13:50Z,archmoj,bug
5245,Apply root.color in treemap & sunburst style and adopt tests,closed,2020-11-03T23:15:24Z,2020-11-03T23:24:04Z,,"bug, feature"
5243,ReferenceError: document is not defined,closed,2020-11-03T16:53:12Z,2021-01-15T15:52:32Z,,bug
5240,Implement strict autotypenumbers,closed,2020-10-29T21:14:11Z,2020-11-04T19:13:58Z,,"bug, feature"
5239,Fix hover on mobile and tablet devices for gl3d subplots,closed,2020-10-29T16:08:33Z,2020-12-02T20:40:23Z,,"bug, regression"
5237,Provide room for large computed margins,closed,2020-10-27T22:32:20Z,2020-12-04T15:34:11Z,,bug
5236,Avoid unnecessary styling of backgrounds during automargin redraws when subplot positions are incomplete,closed,2020-10-27T21:48:39Z,2020-10-28T13:40:45Z,,"bug, regression"
5235,SVG NaN errors when shapes and bgcolor are specified,closed,2020-10-27T00:16:36Z,2020-10-28T14:31:03Z,,"bug, regression"
5233,Revise gl3d scene initialization,closed,2020-10-25T23:31:37Z,2020-12-02T20:34:26Z,,bug
5225,Record last actual margins when plot involving too many redraws,closed,2020-10-20T20:46:47Z,2020-10-20T20:59:16Z,,bug
5222,webgl error in Create React App,closed,2020-10-20T12:45:45Z,2024-05-27T16:01:24Z,archmoj,bug
5219,Disable Rotation Drag on Polar when dragmode = false,closed,2020-10-19T13:21:51Z,2024-02-01T23:04:04Z,,bug
5217,Fix issue where styles weren't reset when re-using SVGs in colorbar,closed,2020-10-17T22:47:52Z,2020-10-19T21:40:17Z,,"bug, community"
5216,"Provide a default hovertemplate label for attribute ""base"" in bar traces",closed,2020-10-16T16:36:38Z,2020-10-17T00:43:36Z,,bug
5213,automargin sometimes not recording the sizes,closed,2020-10-14T18:38:07Z,2020-10-20T20:59:08Z,archmoj,bug
5211,Fix autorange computation when a category match a range extreme,closed,2020-10-13T15:51:38Z,2020-10-14T13:52:44Z,,"bug, community"
5210,Fix staticPlot behaviour for range slider and legend,closed,2020-10-11T09:04:40Z,2022-12-12T21:43:38Z,,"bug, community"
5209,Force default dims for downloadImage to null,closed,2020-10-10T16:28:11Z,2020-10-15T16:52:27Z,,bug
5208,Fix positioning monthly tickformat when initial auto dtick is weekly,closed,2020-10-10T01:31:11Z,2020-10-15T20:19:39Z,,bug
5207,period label positions off with weekly dtick and monthly tickformat,closed,2020-10-10T00:39:18Z,2020-10-15T20:19:35Z,archmoj,bug
5206,Set default width/height for toImage to null i.e. rendered size.,closed,2020-10-09T20:20:18Z,2020-10-11T23:11:07Z,,bug
5204,Mention the full-json option in the Plotly.toImage warning,closed,2020-10-09T15:28:03Z,2020-10-14T16:24:48Z,,bug
5202,"The Image downloaded using the ""download as png"" button is distorted",closed,2020-10-08T19:25:19Z,2020-10-10T16:31:33Z,,bug
5201,more sunburst rotation ,closed,2020-10-08T15:51:49Z,2020-10-11T23:21:24Z,,"bug, feature"
5200,Bar chart X axis autorange not working as expected ?,closed,2020-10-08T10:57:25Z,2020-10-13T19:59:26Z,,bug
5196,Trying matching and scaling,closed,2020-10-06T14:32:23Z,2020-11-20T22:42:47Z,,"bug, feature"
5193,Align interactions when plot created inside scaled and/or translated elements using CSS transform,closed,2020-10-06T05:50:35Z,2020-12-15T03:41:00Z,,"bug, feature, community"
5189,Bump color modules to fix import problem using webpack,closed,2020-10-02T12:10:24Z,2020-10-02T15:33:01Z,,"bug, regression"
5187,improve labels on axes with rangebreaks,closed,2020-10-01T21:58:49Z,2020-10-09T20:50:47Z,,bug
5181,Fix modebar not recreated when makePlotFramework called,closed,2020-09-30T19:23:55Z,2020-10-01T17:06:01Z,,"bug, community"
5180,Adjust tick0 for weekly time periods,closed,2020-09-30T17:06:04Z,2020-09-30T18:57:33Z,,"bug, feature"
5177,Rangeslider strange behaviour and legend still working while staticPlot is true,closed,2020-09-30T10:31:58Z,2022-12-12T22:33:37Z,,bug
5176,problem with period ticklabelmode when dtick is less than the period defined by weekly tickformat,closed,2020-09-29T23:01:52Z,2020-10-09T20:50:41Z,archmoj,bug
5175,Drop period positioning for all histogram traces,closed,2020-09-29T17:15:09Z,2020-09-29T20:40:55Z,,bug
5168,text doesn’t work with carto scattermapbox,closed,2020-09-27T15:35:08Z,2024-06-24T13:11:02Z,,bug
5166,Handle colorscale with transparent colors in surface traces,closed,2020-09-25T04:49:13Z,2020-09-27T01:41:54Z,,"bug, feature, community"
5165,Disable text selection,closed,2020-09-25T04:14:25Z,2020-12-06T23:46:03Z,,bug
5163,More informative error messages when creating sunburst and treemap charts,closed,2020-09-23T15:48:08Z,2020-09-30T13:22:44Z,,bug
5161,Lowest colormap color is set to white when chart type is changed to contour,closed,2020-09-23T11:11:56Z,2020-10-19T21:40:17Z,,bug
5160,More informative error messages when creating sunburst charts,closed,2020-09-22T01:18:38Z,2020-09-30T13:22:40Z,archmoj,bug
5158,3D plots not showing on Safari Version 14.0 when there is transparency in the scene,closed,2020-09-20T07:05:43Z,2021-10-20T00:50:09Z,archmoj,bug
5152,Fix rounding big numbers in pie & sunburst traces,closed,2020-09-16T00:13:39Z,2020-09-27T01:43:26Z,,bug
5146,violin plot show hovers in wrong positions after zoomed by rangeslider,open,2020-09-14T13:05:02Z,2024-08-09T16:47:42Z,,"bug, P3"
5141,[Feature request] Date format axis for Image trace,closed,2020-09-11T19:56:57Z,2024-06-24T13:14:15Z,,bug
5139,Fix disappearing legend entries,closed,2020-09-10T12:32:34Z,2020-09-27T01:42:56Z,,bug
5134,Fix automargin when ticklabelmode is set to period,closed,2020-09-08T14:08:29Z,2020-09-08T14:25:32Z,,bug
5132,ticklabelmode and automargin,closed,2020-09-08T01:33:42Z,2020-09-08T14:25:28Z,archmoj,bug
5129,remaining issues with rangebreaks and period tick labels,closed,2020-09-04T16:55:16Z,2020-10-09T20:50:41Z,archmoj,bug
5122,Pie show incorrect value (in scientific format) when hovered over,closed,2020-09-03T16:32:31Z,2020-09-16T21:58:45Z,archmoj,bug
5119,install image-size in dependencies,closed,2020-09-03T00:07:34Z,2020-11-03T15:33:03Z,,bug
5114,Improve axis tick increment,closed,2020-09-01T04:41:28Z,2020-09-02T21:26:36Z,,bug
5109,Chart title does not obey responsive layout,open,2020-08-30T20:54:23Z,2024-08-09T16:47:01Z,,"bug, P3"
5102,Margins not updating correctly with rangeslider and changed tick angle,closed,2020-08-25T18:47:49Z,2020-12-03T13:30:55Z,,bug
5097,Hover box overlapping point/cursor,open,2020-08-24T13:28:27Z,2024-08-09T16:46:10Z,,"bug, P3"
5096,toImage function does not retain fonts that use quotes because of TOBESTRIPPED,open,2020-08-24T10:46:28Z,2024-08-09T16:45:47Z,,"bug, P3"
5094,"plotly_doubleclick not firing when dragmode not in [zoom, pan, orbit, turntable, False]",open,2020-08-23T09:33:27Z,2024-08-09T16:45:40Z,,"bug, P3"
5093,Keep the size of gl2d markers constant when using different plotGlPixelRatio values,closed,2020-08-21T12:11:45Z,2020-08-21T14:40:14Z,,bug
5091,Problem clearing data points inside the end of the year rangebreak using values,open,2020-08-20T18:47:38Z,2024-08-09T16:45:22Z,,"bug, P3"
5089,Fixup weekly and quarterly period label positioning and with rangebreaks,closed,2020-08-19T17:37:10Z,2020-09-02T22:06:54Z,,bug
5088,Improve monthly period label positioning,closed,2020-08-19T15:17:54Z,2020-08-19T17:12:15Z,,bug
5073,Accept symbol numbers in string format,closed,2020-08-13T21:39:46Z,2020-08-14T16:40:52Z,,bug
5072,Set width of categorical bars & boxes to category unit i.e. 1,closed,2020-08-13T19:42:27Z,2020-08-18T02:10:37Z,,bug
5071,Encountered two full labels using ticklabelmode: 'period',closed,2020-08-12T19:59:47Z,2020-08-13T21:24:05Z,archmoj,bug
5069,negative sign on zero percent,closed,2020-08-12T16:40:54Z,2020-09-02T22:31:04Z,archmoj,bug
5066,formatting of `base` in hovertemplates differs from `x`,closed,2020-08-11T19:49:18Z,2020-10-17T09:17:39Z,,bug
5065,handle various time formats in ticklabelmode period,closed,2020-08-11T15:30:13Z,2020-08-13T21:24:24Z,,bug
5064,fixedrange doesn't take into account matches,open,2020-08-11T15:22:05Z,2024-08-09T16:44:47Z,,"bug, P3"
5063,title standoff bug when zooming,open,2020-08-11T14:02:58Z,2024-08-09T16:44:42Z,,"bug, P3"
5062,"rangebreaks, weekly tick labels and period label mode",closed,2020-08-11T12:51:37Z,2020-09-02T22:30:36Z,archmoj,bug
5061,Fix small sizes of bar with base,closed,2020-08-10T21:38:53Z,2020-08-11T02:02:41Z,,bug
5060,Fixup labels on reversed axes when ticklabelmode is set to period,closed,2020-08-10T15:08:56Z,2020-08-12T13:49:13Z,,bug
5059,"Automargins + tickformat="",d"" bug",closed,2020-08-10T14:41:35Z,2024-06-17T18:24:31Z,,bug
5058,bar widths on categorical axes when barmode=overlay,closed,2020-08-10T14:11:50Z,2020-08-18T02:10:22Z,archmoj,bug
5057,Base attribute bug ,closed,2020-08-10T07:53:21Z,2020-08-11T07:00:44Z,archmoj,bug
5055,Do not display first tick added by period ticklabelmode,closed,2020-08-07T17:19:22Z,2020-08-10T14:20:04Z,,bug
5052,The wheel scroll for tables doesn't work with firefox.,closed,2020-08-06T16:37:34Z,2020-08-11T15:33:52Z,,bug
5051,Improved browser compatibility for table scroll,closed,2020-08-06T16:08:31Z,2020-08-11T15:33:53Z,,"bug, community"
5143,[BUG] Some parts of Candlestick doesn't get redraw-ed in callbacks ,closed,2020-08-06T03:13:04Z,2023-10-26T16:01:44Z,,bug
5050,problem with 3d camera and uirevision,open,2020-08-05T19:38:47Z,2024-08-09T16:44:37Z,,"bug, P3"
5045,Update title and tick labels during react with transition,closed,2020-08-04T19:30:45Z,2020-08-11T23:36:04Z,,bug
5044,Category order not updating when using react with transition,closed,2020-08-04T14:28:37Z,2020-08-11T23:35:57Z,archmoj,bug
5037,layout.transition.duration prevents layout.title.text changes,closed,2020-07-31T19:20:49Z,2020-08-11T23:35:57Z,archmoj,bug
5035,Fix typo in plotinfo keys,closed,2020-07-31T01:47:23Z,2020-07-31T03:33:35Z,,bug
5033,Fix default half span of latitude,closed,2020-07-30T13:54:44Z,2020-07-30T19:43:08Z,,bug
5026,"Upgrade d3 time format to expose new formatting options for weekdays, weeks and quarters",closed,2020-07-28T22:16:41Z,2020-08-11T14:15:52Z,,"bug, feature"
5021,Disable text selection,closed,2020-07-27T01:48:03Z,2020-09-25T21:43:39Z,archmoj,bug
5017,Shapes are drawn outside the plot when using annotations and autorange.,open,2020-07-23T17:56:49Z,2024-08-09T17:19:46Z,,"bug, P3"
5015,Accept ISO-8601 short time offset format,closed,2020-07-23T04:00:09Z,2020-07-24T22:25:24Z,,"bug, community"
5013,3d scene disappears if dragging while modebar button event hasn't returned,closed,2020-07-22T20:52:52Z,2024-06-17T18:26:33Z,,bug
5012,3d camera reset on modebar click after scrollzoom,closed,2020-07-22T20:50:01Z,2024-06-17T18:25:49Z,,bug
5011,Keep hidden grid lines of oriented traces when color is defined by template,closed,2020-07-22T20:08:03Z,2020-07-23T21:26:42Z,,"bug, regression"
5005,3d camera reset after react,open,2020-07-21T18:15:30Z,2024-08-09T17:19:54Z,archmoj,"bug, regression, P3"
5004,3d zoom not preserving with uirevision,closed,2020-07-21T14:28:07Z,2024-06-17T18:25:29Z,,bug
