Filename,Section,Metric,Value
__init__.py,Results,Grade,A+

_colorbar.py,LOC Metrics,Total Lines,1735
_colorbar.py,LOC Metrics,Blank Lines,187
_colorbar.py,LOC Metrics,Comment Lines,98
_colorbar.py,LOC Metrics,Code Lines,1450
_colorbar.py,Halstead Metrics,Unique Operators,15
_colorbar.py,Halstead Metrics,Unique Operands,702
_colorbar.py,Halstead Metrics,Total Operators,3576
_colorbar.py,Halstead Metrics,Total Operands,7162
_colorbar.py,Halstead Metrics,Vocabulary,717
_colorbar.py,Halstead Metrics,Length,10738
_colorbar.py,Halstead Metrics,Volume,101858.84
_colorbar.py,Halstead Metrics,Difficulty,76.52
_colorbar.py,Halstead Metrics,Effort,7793942.06
_colorbar.py,Keyword Frequency,import,3
_colorbar.py,Keyword Frequency,class,1
_colorbar.py,Keyword Frequency,def,87
_colorbar.py,Keyword Frequency,return,44
_colorbar.py,Keyword Frequency,with,40
_colorbar.py,Keyword Frequency,for,31
_colorbar.py,Keyword Frequency,if,62
_colorbar.py,Keyword Frequency,except,3
_colorbar.py,Keyword Frequency,else,43
_colorbar.py,General,Average Line Length,40.71
_colorbar.py,Results,Final Score,65
_colorbar.py,Results,Grade,B-

_contours.py,LOC Metrics,Total Lines,496
_contours.py,LOC Metrics,Blank Lines,59
_contours.py,LOC Metrics,Comment Lines,36
_contours.py,LOC Metrics,Code Lines,401
_contours.py,Halstead Metrics,Unique Operators,13
_contours.py,Halstead Metrics,Unique Operands,294
_contours.py,Halstead Metrics,Total Operators,1114
_contours.py,Halstead Metrics,Total Operands,1860
_contours.py,Halstead Metrics,Vocabulary,307
_contours.py,Halstead Metrics,Length,2974
_contours.py,Halstead Metrics,Volume,24571.47
_contours.py,Halstead Metrics,Difficulty,41.12
_contours.py,Halstead Metrics,Effort,1010439.02
_contours.py,Keyword Frequency,import,3
_contours.py,Keyword Frequency,class,1
_contours.py,Keyword Frequency,def,25
_contours.py,Keyword Frequency,return,13
_contours.py,Keyword Frequency,for,6
_contours.py,Keyword Frequency,if,20
_contours.py,Keyword Frequency,with,14
_contours.py,Keyword Frequency,else,12
_contours.py,General,Average Line Length,38.20
_contours.py,Results,Final Score,65
_contours.py,Results,Grade,B-

_hoverlabel.py,LOC Metrics,Total Lines,407
_hoverlabel.py,LOC Metrics,Blank Lines,44
_hoverlabel.py,LOC Metrics,Comment Lines,28
_hoverlabel.py,LOC Metrics,Code Lines,335
_hoverlabel.py,Halstead Metrics,Unique Operators,12
_hoverlabel.py,Halstead Metrics,Unique Operands,378
_hoverlabel.py,Halstead Metrics,Total Operators,930
_hoverlabel.py,Halstead Metrics,Total Operands,1495
_hoverlabel.py,Halstead Metrics,Vocabulary,390
_hoverlabel.py,Halstead Metrics,Length,2425
_hoverlabel.py,Halstead Metrics,Volume,20872.78
_hoverlabel.py,Halstead Metrics,Difficulty,23.73
_hoverlabel.py,Halstead Metrics,Effort,495314.29
_hoverlabel.py,Keyword Frequency,import,3
_hoverlabel.py,Keyword Frequency,class,1
_hoverlabel.py,Keyword Frequency,def,17
_hoverlabel.py,Keyword Frequency,for,21
_hoverlabel.py,Keyword Frequency,return,9
_hoverlabel.py,Keyword Frequency,if,16
_hoverlabel.py,Keyword Frequency,with,2
_hoverlabel.py,Keyword Frequency,else,8
_hoverlabel.py,General,Average Line Length,41.94
_hoverlabel.py,Results,Final Score,65
_hoverlabel.py,Results,Grade,B-

_line.py,LOC Metrics,Total Lines,237
_line.py,LOC Metrics,Blank Lines,28
_line.py,LOC Metrics,Comment Lines,22
_line.py,LOC Metrics,Code Lines,187
_line.py,Halstead Metrics,Unique Operators,11
_line.py,Halstead Metrics,Unique Operands,295
_line.py,Halstead Metrics,Total Operators,645
_line.py,Halstead Metrics,Total Operands,783
_line.py,Halstead Metrics,Vocabulary,306
_line.py,Halstead Metrics,Length,1428
_line.py,Halstead Metrics,Volume,11791.55
_line.py,Halstead Metrics,Difficulty,14.60
_line.py,Halstead Metrics,Effort,172136.64
_line.py,Keyword Frequency,import,3
_line.py,Keyword Frequency,class,1
_line.py,Keyword Frequency,def,11
_line.py,Keyword Frequency,if,8
_line.py,Keyword Frequency,return,6
_line.py,Keyword Frequency,for,3
_line.py,Keyword Frequency,with,2
_line.py,Keyword Frequency,else,5
_line.py,General,Average Line Length,37.41
_line.py,Results,Final Score,65
_line.py,Results,Grade,B-

_stream.py,LOC Metrics,Total Lines,131
_stream.py,LOC Metrics,Blank Lines,20
_stream.py,LOC Metrics,Comment Lines,18
_stream.py,LOC Metrics,Code Lines,93
_stream.py,Halstead Metrics,Unique Operators,11
_stream.py,Halstead Metrics,Unique Operands,120
_stream.py,Halstead Metrics,Total Operators,312
_stream.py,Halstead Metrics,Total Operands,419
_stream.py,Halstead Metrics,Vocabulary,131
_stream.py,Halstead Metrics,Length,731
_stream.py,Halstead Metrics,Volume,5141.43
_stream.py,Halstead Metrics,Difficulty,19.20
_stream.py,Halstead Metrics,Effort,98736.92
_stream.py,Keyword Frequency,import,3
_stream.py,Keyword Frequency,class,1
_stream.py,Keyword Frequency,def,7
_stream.py,Keyword Frequency,return,4
_stream.py,Keyword Frequency,with,5
_stream.py,Keyword Frequency,for,3
_stream.py,Keyword Frequency,if,3
_stream.py,Keyword Frequency,else,3
_stream.py,General,Average Line Length,34.49
_stream.py,Results,Final Score,65
_stream.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,8
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,8
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,18
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,38
__init__.py,Halstead Metrics,Vocabulary,18
__init__.py,Halstead Metrics,Length,38
__init__.py,Halstead Metrics,Volume,158.46
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,8
__init__.py,General,Average Line Length,39.12
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_tickfont.py,LOC Metrics,Total Lines,220
_tickfont.py,LOC Metrics,Blank Lines,27
_tickfont.py,LOC Metrics,Comment Lines,20
_tickfont.py,LOC Metrics,Code Lines,173
_tickfont.py,Halstead Metrics,Unique Operators,11
_tickfont.py,Halstead Metrics,Unique Operands,331
_tickfont.py,Halstead Metrics,Total Operators,642
_tickfont.py,Halstead Metrics,Total Operands,847
_tickfont.py,Halstead Metrics,Vocabulary,342
_tickfont.py,Halstead Metrics,Length,1489
_tickfont.py,Halstead Metrics,Volume,12534.18
_tickfont.py,Halstead Metrics,Difficulty,14.07
_tickfont.py,Halstead Metrics,Effort,176406.31
_tickfont.py,Keyword Frequency,import,3
_tickfont.py,Keyword Frequency,class,1
_tickfont.py,Keyword Frequency,def,9
_tickfont.py,Keyword Frequency,return,5
_tickfont.py,Keyword Frequency,if,10
_tickfont.py,Keyword Frequency,with,2
_tickfont.py,Keyword Frequency,else,4
_tickfont.py,General,Average Line Length,42.34
_tickfont.py,Results,Final Score,65
_tickfont.py,Results,Grade,B-

_tickformatstop.py,LOC Metrics,Total Lines,134
_tickformatstop.py,LOC Metrics,Blank Lines,21
_tickformatstop.py,LOC Metrics,Comment Lines,18
_tickformatstop.py,LOC Metrics,Code Lines,95
_tickformatstop.py,Halstead Metrics,Unique Operators,10
_tickformatstop.py,Halstead Metrics,Unique Operands,124
_tickformatstop.py,Halstead Metrics,Total Operators,374
_tickformatstop.py,Halstead Metrics,Total Operands,393
_tickformatstop.py,Halstead Metrics,Vocabulary,134
_tickformatstop.py,Halstead Metrics,Length,767
_tickformatstop.py,Halstead Metrics,Volume,5419.69
_tickformatstop.py,Halstead Metrics,Difficulty,15.85
_tickformatstop.py,Halstead Metrics,Effort,85884.61
_tickformatstop.py,Keyword Frequency,import,3
_tickformatstop.py,Keyword Frequency,class,1
_tickformatstop.py,Keyword Frequency,def,7
_tickformatstop.py,Keyword Frequency,return,4
_tickformatstop.py,Keyword Frequency,for,3
_tickformatstop.py,Keyword Frequency,with,2
_tickformatstop.py,Keyword Frequency,if,3
_tickformatstop.py,Keyword Frequency,else,3
_tickformatstop.py,General,Average Line Length,35.07
_tickformatstop.py,Results,Final Score,65
_tickformatstop.py,Results,Grade,B-

_titlefont.py,LOC Metrics,Total Lines,220
_titlefont.py,LOC Metrics,Blank Lines,27
_titlefont.py,LOC Metrics,Comment Lines,20
_titlefont.py,LOC Metrics,Code Lines,173
_titlefont.py,Halstead Metrics,Unique Operators,11
_titlefont.py,Halstead Metrics,Unique Operands,330
_titlefont.py,Halstead Metrics,Total Operators,642
_titlefont.py,Halstead Metrics,Total Operands,846
_titlefont.py,Halstead Metrics,Vocabulary,341
_titlefont.py,Halstead Metrics,Length,1488
_titlefont.py,Halstead Metrics,Volume,12519.48
_titlefont.py,Halstead Metrics,Difficulty,14.10
_titlefont.py,Halstead Metrics,Effort,176524.64
_titlefont.py,Keyword Frequency,import,3
_titlefont.py,Keyword Frequency,class,1
_titlefont.py,Keyword Frequency,def,9
_titlefont.py,Keyword Frequency,return,5
_titlefont.py,Keyword Frequency,if,10
_titlefont.py,Keyword Frequency,with,2
_titlefont.py,Keyword Frequency,else,4
_titlefont.py,General,Average Line Length,42.39
_titlefont.py,Results,Final Score,65
_titlefont.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,3
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,3
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,8
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,12
__init__.py,Halstead Metrics,Vocabulary,8
__init__.py,Halstead Metrics,Length,12
__init__.py,Halstead Metrics,Volume,36.00
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,3
__init__.py,General,Average Line Length,36.67
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_labelfont.py,LOC Metrics,Total Lines,222
_labelfont.py,LOC Metrics,Blank Lines,27
_labelfont.py,LOC Metrics,Comment Lines,20
_labelfont.py,LOC Metrics,Code Lines,175
_labelfont.py,Halstead Metrics,Unique Operators,11
_labelfont.py,Halstead Metrics,Unique Operands,338
_labelfont.py,Halstead Metrics,Total Operators,643
_labelfont.py,Halstead Metrics,Total Operands,866
_labelfont.py,Halstead Metrics,Vocabulary,349
_labelfont.py,Halstead Metrics,Length,1509
_labelfont.py,Halstead Metrics,Volume,12746.65
_labelfont.py,Halstead Metrics,Difficulty,14.09
_labelfont.py,Halstead Metrics,Effort,179622.15
_labelfont.py,Keyword Frequency,import,3
_labelfont.py,Keyword Frequency,class,1
_labelfont.py,Keyword Frequency,def,9
_labelfont.py,Keyword Frequency,return,5
_labelfont.py,Keyword Frequency,if,11
_labelfont.py,Keyword Frequency,for,1
_labelfont.py,Keyword Frequency,with,2
_labelfont.py,Keyword Frequency,else,4
_labelfont.py,General,Average Line Length,42.66
_labelfont.py,Results,Final Score,65
_labelfont.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,1
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,1
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,4
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,4
__init__.py,Halstead Metrics,Vocabulary,4
__init__.py,Halstead Metrics,Length,4
__init__.py,Halstead Metrics,Volume,8.00
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,1
__init__.py,General,Average Line Length,34.00
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_font.py,LOC Metrics,Total Lines,312
_font.py,LOC Metrics,Blank Lines,39
_font.py,LOC Metrics,Comment Lines,26
_font.py,LOC Metrics,Code Lines,247
_font.py,Halstead Metrics,Unique Operators,11
_font.py,Halstead Metrics,Unique Operands,349
_font.py,Halstead Metrics,Total Operators,762
_font.py,Halstead Metrics,Total Operands,1141
_font.py,Halstead Metrics,Vocabulary,360
_font.py,Halstead Metrics,Length,1903
_font.py,Halstead Metrics,Volume,16160.00
_font.py,Halstead Metrics,Difficulty,17.98
_font.py,Halstead Metrics,Effort,290578.96
_font.py,Keyword Frequency,import,3
_font.py,Keyword Frequency,class,1
_font.py,Keyword Frequency,def,15
_font.py,Keyword Frequency,return,8
_font.py,Keyword Frequency,for,9
_font.py,Keyword Frequency,if,13
_font.py,Keyword Frequency,with,2
_font.py,Keyword Frequency,else,7
_font.py,General,Average Line Length,39.15
_font.py,Results,Final Score,65
_font.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,1
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,1
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,4
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,4
__init__.py,Halstead Metrics,Vocabulary,4
__init__.py,Halstead Metrics,Length,4
__init__.py,Halstead Metrics,Volume,8.00
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,1
__init__.py,General,Average Line Length,24.00
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_colorbar.py,LOC Metrics,Total Lines,1735
_colorbar.py,LOC Metrics,Blank Lines,187
_colorbar.py,LOC Metrics,Comment Lines,98
_colorbar.py,LOC Metrics,Code Lines,1450
_colorbar.py,Halstead Metrics,Unique Operators,15
_colorbar.py,Halstead Metrics,Unique Operands,702
_colorbar.py,Halstead Metrics,Total Operators,3576
_colorbar.py,Halstead Metrics,Total Operands,7162
_colorbar.py,Halstead Metrics,Vocabulary,717
_colorbar.py,Halstead Metrics,Length,10738
_colorbar.py,Halstead Metrics,Volume,101858.84
_colorbar.py,Halstead Metrics,Difficulty,76.52
_colorbar.py,Halstead Metrics,Effort,7793942.06
_colorbar.py,Keyword Frequency,import,3
_colorbar.py,Keyword Frequency,class,1
_colorbar.py,Keyword Frequency,def,87
_colorbar.py,Keyword Frequency,return,44
_colorbar.py,Keyword Frequency,with,40
_colorbar.py,Keyword Frequency,for,31
_colorbar.py,Keyword Frequency,if,62
_colorbar.py,Keyword Frequency,except,3
_colorbar.py,Keyword Frequency,else,43
_colorbar.py,General,Average Line Length,40.66
_colorbar.py,Results,Final Score,65
_colorbar.py,Results,Grade,B-

_hoverlabel.py,LOC Metrics,Total Lines,404
_hoverlabel.py,LOC Metrics,Blank Lines,44
_hoverlabel.py,LOC Metrics,Comment Lines,28
_hoverlabel.py,LOC Metrics,Code Lines,332
_hoverlabel.py,Halstead Metrics,Unique Operators,12
_hoverlabel.py,Halstead Metrics,Unique Operands,378
_hoverlabel.py,Halstead Metrics,Total Operators,930
_hoverlabel.py,Halstead Metrics,Total Operands,1495
_hoverlabel.py,Halstead Metrics,Vocabulary,390
_hoverlabel.py,Halstead Metrics,Length,2425
_hoverlabel.py,Halstead Metrics,Volume,20872.78
_hoverlabel.py,Halstead Metrics,Difficulty,23.73
_hoverlabel.py,Halstead Metrics,Effort,495314.29
_hoverlabel.py,Keyword Frequency,import,3
_hoverlabel.py,Keyword Frequency,class,1
_hoverlabel.py,Keyword Frequency,def,17
_hoverlabel.py,Keyword Frequency,for,21
_hoverlabel.py,Keyword Frequency,return,9
_hoverlabel.py,Keyword Frequency,if,16
_hoverlabel.py,Keyword Frequency,with,2
_hoverlabel.py,Keyword Frequency,else,8
_hoverlabel.py,General,Average Line Length,42.08
_hoverlabel.py,Results,Final Score,65
_hoverlabel.py,Results,Grade,B-

_stream.py,LOC Metrics,Total Lines,131
_stream.py,LOC Metrics,Blank Lines,20
_stream.py,LOC Metrics,Comment Lines,18
_stream.py,LOC Metrics,Code Lines,93
_stream.py,Halstead Metrics,Unique Operators,11
_stream.py,Halstead Metrics,Unique Operands,120
_stream.py,Halstead Metrics,Total Operators,312
_stream.py,Halstead Metrics,Total Operands,419
_stream.py,Halstead Metrics,Vocabulary,131
_stream.py,Halstead Metrics,Length,731
_stream.py,Halstead Metrics,Volume,5141.43
_stream.py,Halstead Metrics,Difficulty,19.20
_stream.py,Halstead Metrics,Effort,98736.92
_stream.py,Keyword Frequency,import,3
_stream.py,Keyword Frequency,class,1
_stream.py,Keyword Frequency,def,7
_stream.py,Keyword Frequency,return,4
_stream.py,Keyword Frequency,with,5
_stream.py,Keyword Frequency,for,3
_stream.py,Keyword Frequency,if,3
_stream.py,Keyword Frequency,else,3
_stream.py,General,Average Line Length,34.22
_stream.py,Results,Final Score,65
_stream.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,5
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,5
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,13
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,24
__init__.py,Halstead Metrics,Vocabulary,13
__init__.py,Halstead Metrics,Length,24
__init__.py,Halstead Metrics,Volume,88.81
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,5
__init__.py,General,Average Line Length,38.40
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_tickfont.py,LOC Metrics,Total Lines,218
_tickfont.py,LOC Metrics,Blank Lines,27
_tickfont.py,LOC Metrics,Comment Lines,20
_tickfont.py,LOC Metrics,Code Lines,171
_tickfont.py,Halstead Metrics,Unique Operators,11
_tickfont.py,Halstead Metrics,Unique Operands,331
_tickfont.py,Halstead Metrics,Total Operators,642
_tickfont.py,Halstead Metrics,Total Operands,847
_tickfont.py,Halstead Metrics,Vocabulary,342
_tickfont.py,Halstead Metrics,Length,1489
_tickfont.py,Halstead Metrics,Volume,12534.18
_tickfont.py,Halstead Metrics,Difficulty,14.07
_tickfont.py,Halstead Metrics,Effort,176406.31
_tickfont.py,Keyword Frequency,import,3
_tickfont.py,Keyword Frequency,class,1
_tickfont.py,Keyword Frequency,def,9
_tickfont.py,Keyword Frequency,return,5
_tickfont.py,Keyword Frequency,if,10
_tickfont.py,Keyword Frequency,with,2
_tickfont.py,Keyword Frequency,else,4
_tickfont.py,General,Average Line Length,42.51
_tickfont.py,Results,Final Score,65
_tickfont.py,Results,Grade,B-

_tickformatstop.py,LOC Metrics,Total Lines,134
_tickformatstop.py,LOC Metrics,Blank Lines,21
_tickformatstop.py,LOC Metrics,Comment Lines,18
_tickformatstop.py,LOC Metrics,Code Lines,95
_tickformatstop.py,Halstead Metrics,Unique Operators,10
_tickformatstop.py,Halstead Metrics,Unique Operands,124
_tickformatstop.py,Halstead Metrics,Total Operators,374
_tickformatstop.py,Halstead Metrics,Total Operands,393
_tickformatstop.py,Halstead Metrics,Vocabulary,134
_tickformatstop.py,Halstead Metrics,Length,767
_tickformatstop.py,Halstead Metrics,Volume,5419.69
_tickformatstop.py,Halstead Metrics,Difficulty,15.85
_tickformatstop.py,Halstead Metrics,Effort,85884.61
_tickformatstop.py,Keyword Frequency,import,3
_tickformatstop.py,Keyword Frequency,class,1
_tickformatstop.py,Keyword Frequency,def,7
_tickformatstop.py,Keyword Frequency,return,4
_tickformatstop.py,Keyword Frequency,for,3
_tickformatstop.py,Keyword Frequency,with,2
_tickformatstop.py,Keyword Frequency,if,3
_tickformatstop.py,Keyword Frequency,else,3
_tickformatstop.py,General,Average Line Length,34.81
_tickformatstop.py,Results,Final Score,65
_tickformatstop.py,Results,Grade,B-

_titlefont.py,LOC Metrics,Total Lines,220
_titlefont.py,LOC Metrics,Blank Lines,27
_titlefont.py,LOC Metrics,Comment Lines,20
_titlefont.py,LOC Metrics,Code Lines,173
_titlefont.py,Halstead Metrics,Unique Operators,11
_titlefont.py,Halstead Metrics,Unique Operands,330
_titlefont.py,Halstead Metrics,Total Operators,642
_titlefont.py,Halstead Metrics,Total Operands,846
_titlefont.py,Halstead Metrics,Vocabulary,341
_titlefont.py,Halstead Metrics,Length,1488
_titlefont.py,Halstead Metrics,Volume,12519.48
_titlefont.py,Halstead Metrics,Difficulty,14.10
_titlefont.py,Halstead Metrics,Effort,176524.64
_titlefont.py,Keyword Frequency,import,3
_titlefont.py,Keyword Frequency,class,1
_titlefont.py,Keyword Frequency,def,9
_titlefont.py,Keyword Frequency,return,5
_titlefont.py,Keyword Frequency,if,10
_titlefont.py,Keyword Frequency,with,2
_titlefont.py,Keyword Frequency,else,4
_titlefont.py,General,Average Line Length,42.23
_titlefont.py,Results,Final Score,65
_titlefont.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,3
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,3
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,8
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,12
__init__.py,Halstead Metrics,Vocabulary,8
__init__.py,Halstead Metrics,Length,12
__init__.py,Halstead Metrics,Volume,36.00
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,3
__init__.py,General,Average Line Length,36.67
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_font.py,LOC Metrics,Total Lines,312
_font.py,LOC Metrics,Blank Lines,39
_font.py,LOC Metrics,Comment Lines,26
_font.py,LOC Metrics,Code Lines,247
_font.py,Halstead Metrics,Unique Operators,11
_font.py,Halstead Metrics,Unique Operands,349
_font.py,Halstead Metrics,Total Operators,762
_font.py,Halstead Metrics,Total Operands,1141
_font.py,Halstead Metrics,Vocabulary,360
_font.py,Halstead Metrics,Length,1903
_font.py,Halstead Metrics,Volume,16160.00
_font.py,Halstead Metrics,Difficulty,17.98
_font.py,Halstead Metrics,Effort,290578.96
_font.py,Keyword Frequency,import,3
_font.py,Keyword Frequency,class,1
_font.py,Keyword Frequency,def,15
_font.py,Keyword Frequency,return,8
_font.py,Keyword Frequency,for,9
_font.py,Keyword Frequency,if,13
_font.py,Keyword Frequency,with,2
_font.py,Keyword Frequency,else,7
_font.py,General,Average Line Length,39.04
_font.py,Results,Final Score,65
_font.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,1
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,1
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,4
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,4
__init__.py,Halstead Metrics,Vocabulary,4
__init__.py,Halstead Metrics,Length,4
__init__.py,Halstead Metrics,Volume,8.00
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,1
__init__.py,General,Average Line Length,24.00
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_colorbar.py,LOC Metrics,Total Lines,1735
_colorbar.py,LOC Metrics,Blank Lines,187
_colorbar.py,LOC Metrics,Comment Lines,98
_colorbar.py,LOC Metrics,Code Lines,1450
_colorbar.py,Halstead Metrics,Unique Operators,15
_colorbar.py,Halstead Metrics,Unique Operands,702
_colorbar.py,Halstead Metrics,Total Operators,3576
_colorbar.py,Halstead Metrics,Total Operands,7162
_colorbar.py,Halstead Metrics,Vocabulary,717
_colorbar.py,Halstead Metrics,Length,10738
_colorbar.py,Halstead Metrics,Volume,101858.84
_colorbar.py,Halstead Metrics,Difficulty,76.52
_colorbar.py,Halstead Metrics,Effort,7793942.06
_colorbar.py,Keyword Frequency,import,3
_colorbar.py,Keyword Frequency,class,1
_colorbar.py,Keyword Frequency,def,87
_colorbar.py,Keyword Frequency,return,44
_colorbar.py,Keyword Frequency,with,40
_colorbar.py,Keyword Frequency,for,31
_colorbar.py,Keyword Frequency,if,62
_colorbar.py,Keyword Frequency,except,3
_colorbar.py,Keyword Frequency,else,43
_colorbar.py,General,Average Line Length,40.68
_colorbar.py,Results,Final Score,65
_colorbar.py,Results,Grade,B-

_hoverlabel.py,LOC Metrics,Total Lines,404
_hoverlabel.py,LOC Metrics,Blank Lines,44
_hoverlabel.py,LOC Metrics,Comment Lines,28
_hoverlabel.py,LOC Metrics,Code Lines,332
_hoverlabel.py,Halstead Metrics,Unique Operators,12
_hoverlabel.py,Halstead Metrics,Unique Operands,378
_hoverlabel.py,Halstead Metrics,Total Operators,930
_hoverlabel.py,Halstead Metrics,Total Operands,1495
_hoverlabel.py,Halstead Metrics,Vocabulary,390
_hoverlabel.py,Halstead Metrics,Length,2425
_hoverlabel.py,Halstead Metrics,Volume,20872.78
_hoverlabel.py,Halstead Metrics,Difficulty,23.73
_hoverlabel.py,Halstead Metrics,Effort,495314.29
_hoverlabel.py,Keyword Frequency,import,3
_hoverlabel.py,Keyword Frequency,class,1
_hoverlabel.py,Keyword Frequency,def,17
_hoverlabel.py,Keyword Frequency,for,21
_hoverlabel.py,Keyword Frequency,return,9
_hoverlabel.py,Keyword Frequency,if,16
_hoverlabel.py,Keyword Frequency,with,2
_hoverlabel.py,Keyword Frequency,else,8
_hoverlabel.py,General,Average Line Length,42.12
_hoverlabel.py,Results,Final Score,65
_hoverlabel.py,Results,Grade,B-

_stream.py,LOC Metrics,Total Lines,131
_stream.py,LOC Metrics,Blank Lines,20
_stream.py,LOC Metrics,Comment Lines,18
_stream.py,LOC Metrics,Code Lines,93
_stream.py,Halstead Metrics,Unique Operators,11
_stream.py,Halstead Metrics,Unique Operands,120
_stream.py,Halstead Metrics,Total Operators,312
_stream.py,Halstead Metrics,Total Operands,419
_stream.py,Halstead Metrics,Vocabulary,131
_stream.py,Halstead Metrics,Length,731
_stream.py,Halstead Metrics,Volume,5141.43
_stream.py,Halstead Metrics,Difficulty,19.20
_stream.py,Halstead Metrics,Effort,98736.92
_stream.py,Keyword Frequency,import,3
_stream.py,Keyword Frequency,class,1
_stream.py,Keyword Frequency,def,7
_stream.py,Keyword Frequency,return,4
_stream.py,Keyword Frequency,with,5
_stream.py,Keyword Frequency,for,3
_stream.py,Keyword Frequency,if,3
_stream.py,Keyword Frequency,else,3
_stream.py,General,Average Line Length,34.31
_stream.py,Results,Final Score,65
_stream.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,5
__init__.py,LOC Metrics,Blank Lines,0
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,5
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,13
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,24
__init__.py,Halstead Metrics,Vocabulary,13
__init__.py,Halstead Metrics,Length,24
__init__.py,Halstead Metrics,Volume,88.81
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,5
__init__.py,General,Average Line Length,39.20
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

_tickfont.py,LOC Metrics,Total Lines,220
_tickfont.py,LOC Metrics,Blank Lines,27
_tickfont.py,LOC Metrics,Comment Lines,20
_tickfont.py,LOC Metrics,Code Lines,173
