Filename,Section,Metric,Value
_candlestick.py,Halstead Metrics,Unique Operands,258
_candlestick.py,Halstead Metrics,Total Operators,692
_candlestick.py,Halstead Metrics,Total Operands,1238
_candlestick.py,Halstead Metrics,Vocabulary,272
_candlestick.py,Halstead Metrics,Length,1930
_candlestick.py,Halstead Metrics,Volume,15608.80
_candlestick.py,Halstead Metrics,Difficulty,33.59
_candlestick.py,Halstead Metrics,Effort,524286.39
_candlestick.py,Keyword Frequency,import,16
_candlestick.py,Keyword Frequency,def,6
_candlestick.py,Keyword Frequency,for,10
_candlestick.py,Keyword Frequency,if,8
_candlestick.py,Keyword Frequency,else,6
_candlestick.py,Keyword Frequency,return,5
_candlestick.py,Keyword Frequency,with,2
_candlestick.py,Keyword Frequency,class,1
_candlestick.py,General,Average Line Length,45.70
_candlestick.py,Results,Final Score,65
_candlestick.py,Results,Grade,B-

_dendrogram.py,LOC Metrics,Total Lines,304
_dendrogram.py,LOC Metrics,Blank Lines,64
_dendrogram.py,LOC Metrics,Comment Lines,6
_dendrogram.py,LOC Metrics,Code Lines,234
_dendrogram.py,Halstead Metrics,Unique Operators,13
_dendrogram.py,Halstead Metrics,Unique Operands,337
_dendrogram.py,Halstead Metrics,Total Operators,592
_dendrogram.py,Halstead Metrics,Total Operands,1112
_dendrogram.py,Halstead Metrics,Vocabulary,350
_dendrogram.py,Halstead Metrics,Length,1704
_dendrogram.py,Halstead Metrics,Volume,14400.86
_dendrogram.py,Halstead Metrics,Difficulty,21.45
_dendrogram.py,Halstead Metrics,Effort,308870.75
_dendrogram.py,Keyword Frequency,import,14
_dendrogram.py,Keyword Frequency,for,15
_dendrogram.py,Keyword Frequency,def,6
_dendrogram.py,Keyword Frequency,lambda,3
_dendrogram.py,Keyword Frequency,with,5
_dendrogram.py,Keyword Frequency,if,14
_dendrogram.py,Keyword Frequency,return,5
_dendrogram.py,Keyword Frequency,class,1
_dendrogram.py,Keyword Frequency,else,4
_dendrogram.py,Keyword Frequency,try,2
_dendrogram.py,Keyword Frequency,except,2
_dendrogram.py,General,Average Line Length,43.45
_dendrogram.py,Results,Final Score,65
_dendrogram.py,Results,Grade,B-

_distplot.py,LOC Metrics,Total Lines,390
_distplot.py,LOC Metrics,Blank Lines,64
_distplot.py,LOC Metrics,Comment Lines,8
_distplot.py,LOC Metrics,Code Lines,318
_distplot.py,Halstead Metrics,Unique Operators,14
_distplot.py,Halstead Metrics,Unique Operands,356
_distplot.py,Halstead Metrics,Total Operators,996
_distplot.py,Halstead Metrics,Total Operands,1469
_distplot.py,Halstead Metrics,Vocabulary,370
_distplot.py,Halstead Metrics,Length,2465
_distplot.py,Halstead Metrics,Volume,21029.86
_distplot.py,Halstead Metrics,Difficulty,28.88
_distplot.py,Halstead Metrics,Effort,607443.83
_distplot.py,Keyword Frequency,import,15
_distplot.py,Keyword Frequency,for,19
_distplot.py,Keyword Frequency,def,7
_distplot.py,Keyword Frequency,if,20
_distplot.py,Keyword Frequency,return,6
_distplot.py,Keyword Frequency,with,4
_distplot.py,Keyword Frequency,else,7
_distplot.py,Keyword Frequency,class,1
_distplot.py,General,Average Line Length,44.08
_distplot.py,Results,Final Score,65
_distplot.py,Results,Grade,B-

_gantt.py,LOC Metrics,Total Lines,778
_gantt.py,LOC Metrics,Blank Lines,87
_gantt.py,LOC Metrics,Comment Lines,69
_gantt.py,LOC Metrics,Code Lines,622
_gantt.py,Halstead Metrics,Unique Operators,13
_gantt.py,Halstead Metrics,Unique Operands,389
_gantt.py,Halstead Metrics,Total Operators,1812
_gantt.py,Halstead Metrics,Total Operands,2832
_gantt.py,Halstead Metrics,Vocabulary,402
_gantt.py,Halstead Metrics,Length,4644
_gantt.py,Halstead Metrics,Volume,40175.48
_gantt.py,Halstead Metrics,Difficulty,47.32
_gantt.py,Halstead Metrics,Effort,1901157.61
_gantt.py,Keyword Frequency,import,15
_gantt.py,Keyword Frequency,def,5
_gantt.py,Keyword Frequency,if,73
_gantt.py,Keyword Frequency,for,43
_gantt.py,Keyword Frequency,return,8
_gantt.py,Keyword Frequency,with,13
_gantt.py,Keyword Frequency,else,3
_gantt.py,General,Average Line Length,38.88
_gantt.py,Results,Final Score,65
_gantt.py,Results,Grade,B-

_ohlc.py,LOC Metrics,Total Lines,380
_ohlc.py,LOC Metrics,Blank Lines,66
_ohlc.py,LOC Metrics,Comment Lines,8
_ohlc.py,LOC Metrics,Code Lines,306
_ohlc.py,Halstead Metrics,Unique Operators,15
_ohlc.py,Halstead Metrics,Unique Operands,352
_ohlc.py,Halstead Metrics,Total Operators,816
_ohlc.py,Halstead Metrics,Total Operands,1598
_ohlc.py,Halstead Metrics,Vocabulary,367
_ohlc.py,Halstead Metrics,Length,2414
_ohlc.py,Halstead Metrics,Volume,20566.40
_ohlc.py,Halstead Metrics,Difficulty,34.05
_ohlc.py,Halstead Metrics,Effort,700250.93
_ohlc.py,Keyword Frequency,import,20
_ohlc.py,Keyword Frequency,for,18
_ohlc.py,Keyword Frequency,def,9
_ohlc.py,Keyword Frequency,if,8
_ohlc.py,Keyword Frequency,else,5
_ohlc.py,Keyword Frequency,return,5
_ohlc.py,Keyword Frequency,with,3
_ohlc.py,Keyword Frequency,class,1
_ohlc.py,General,Average Line Length,45.60
_ohlc.py,Results,Final Score,65
_ohlc.py,Results,Grade,B-

_quiver.py,LOC Metrics,Total Lines,243
_quiver.py,LOC Metrics,Blank Lines,47
_quiver.py,LOC Metrics,Comment Lines,14
_quiver.py,LOC Metrics,Code Lines,182
_quiver.py,Halstead Metrics,Unique Operators,10
_quiver.py,Halstead Metrics,Unique Operands,213
_quiver.py,Halstead Metrics,Total Operators,569
_quiver.py,Halstead Metrics,Total Operands,1123
_quiver.py,Halstead Metrics,Vocabulary,223
_quiver.py,Halstead Metrics,Length,1692
_quiver.py,Halstead Metrics,Volume,13199.12
_quiver.py,Halstead Metrics,Difficulty,26.36
_quiver.py,Halstead Metrics,Effort,347948.70
_quiver.py,Keyword Frequency,import,16
_quiver.py,Keyword Frequency,def,5
_quiver.py,Keyword Frequency,for,33
_quiver.py,Keyword Frequency,return,3
_quiver.py,Keyword Frequency,class,1
_quiver.py,Keyword Frequency,try,4
_quiver.py,Keyword Frequency,except,4
_quiver.py,General,Average Line Length,41.95
_quiver.py,Results,Final Score,65
_quiver.py,Results,Grade,B-

_scatterplot.py,LOC Metrics,Total Lines,1136
_scatterplot.py,LOC Metrics,Blank Lines,118
_scatterplot.py,LOC Metrics,Comment Lines,76
_scatterplot.py,LOC Metrics,Code Lines,942
_scatterplot.py,Halstead Metrics,Unique Operators,15
_scatterplot.py,Halstead Metrics,Unique Operands,457
_scatterplot.py,Halstead Metrics,Total Operators,2354
_scatterplot.py,Halstead Metrics,Total Operands,3793
_scatterplot.py,Halstead Metrics,Vocabulary,472
_scatterplot.py,Halstead Metrics,Length,6147
_scatterplot.py,Halstead Metrics,Volume,54601.61
_scatterplot.py,Halstead Metrics,Difficulty,62.25
_scatterplot.py,Halstead Metrics,Effort,3398860.42
_scatterplot.py,Keyword Frequency,import,36
_scatterplot.py,Keyword Frequency,def,7
_scatterplot.py,Keyword Frequency,for,74
_scatterplot.py,Keyword Frequency,with,20
_scatterplot.py,Keyword Frequency,if,73
_scatterplot.py,Keyword Frequency,else,32
_scatterplot.py,Keyword Frequency,return,16
_scatterplot.py,General,Average Line Length,45.54
_scatterplot.py,Results,Final Score,65
_scatterplot.py,Results,Grade,B-

_streamline.py,LOC Metrics,Total Lines,411
_streamline.py,LOC Metrics,Blank Lines,65
_streamline.py,LOC Metrics,Comment Lines,13
_streamline.py,LOC Metrics,Code Lines,333
_streamline.py,Halstead Metrics,Unique Operators,13
_streamline.py,Halstead Metrics,Unique Operands,356
_streamline.py,Halstead Metrics,Total Operators,1218
_streamline.py,Halstead Metrics,Total Operands,1784
_streamline.py,Halstead Metrics,Vocabulary,369
_streamline.py,Halstead Metrics,Length,3002
_streamline.py,Halstead Metrics,Volume,25599.49
_streamline.py,Halstead Metrics,Difficulty,32.57
_streamline.py,Halstead Metrics,Effort,833852.92
_streamline.py,Keyword Frequency,import,13
_streamline.py,Keyword Frequency,def,13
_streamline.py,Keyword Frequency,for,23
_streamline.py,Keyword Frequency,if,14
_streamline.py,Keyword Frequency,return,12
_streamline.py,Keyword Frequency,class,1
_streamline.py,Keyword Frequency,with,1
_streamline.py,Keyword Frequency,else,4
_streamline.py,Keyword Frequency,lambda,1
_streamline.py,Keyword Frequency,while,1
_streamline.py,Keyword Frequency,try,1
_streamline.py,Keyword Frequency,except,1
_streamline.py,General,Average Line Length,42.82
_streamline.py,Results,Final Score,65
_streamline.py,Results,Grade,B-

_table.py,LOC Metrics,Total Lines,232
_table.py,LOC Metrics,Blank Lines,32
_table.py,LOC Metrics,Comment Lines,3
_table.py,LOC Metrics,Code Lines,197
_table.py,Halstead Metrics,Unique Operators,12
_table.py,Halstead Metrics,Unique Operands,276
_table.py,Halstead Metrics,Total Operators,597
_table.py,Halstead Metrics,Total Operands,947
_table.py,Halstead Metrics,Vocabulary,288
_table.py,Halstead Metrics,Length,1544
_table.py,Halstead Metrics,Volume,12614.36
_table.py,Halstead Metrics,Difficulty,20.59
_table.py,Halstead Metrics,Effort,259691.37
_table.py,Keyword Frequency,import,10
_table.py,Keyword Frequency,def,6
_table.py,Keyword Frequency,for,19
_table.py,Keyword Frequency,if,9
_table.py,Keyword Frequency,with,4
_table.py,Keyword Frequency,else,5
_table.py,Keyword Frequency,return,4
_table.py,Keyword Frequency,class,1
_table.py,General,Average Line Length,46.58
_table.py,Results,Final Score,65
_table.py,Results,Grade,B-

_trisurf.py,LOC Metrics,Total Lines,488
_trisurf.py,LOC Metrics,Blank Lines,75
_trisurf.py,LOC Metrics,Comment Lines,43
_trisurf.py,LOC Metrics,Code Lines,370
_trisurf.py,Halstead Metrics,Unique Operators,15
_trisurf.py,Halstead Metrics,Unique Operands,409
_trisurf.py,Halstead Metrics,Total Operators,1219
_trisurf.py,Halstead Metrics,Total Operands,2103
_trisurf.py,Halstead Metrics,Vocabulary,424
_trisurf.py,Halstead Metrics,Length,3322
_trisurf.py,Halstead Metrics,Volume,28994.15
_trisurf.py,Halstead Metrics,Difficulty,38.56
_trisurf.py,Halstead Metrics,Effort,1118117.99
_trisurf.py,Keyword Frequency,import,30
_trisurf.py,Keyword Frequency,def,4
_trisurf.py,Keyword Frequency,return,10
_trisurf.py,Keyword Frequency,with,4
_trisurf.py,Keyword Frequency,for,27
_trisurf.py,Keyword Frequency,if,26
_trisurf.py,Keyword Frequency,else,7
_trisurf.py,General,Average Line Length,41.49
_trisurf.py,Results,Final Score,65
_trisurf.py,Results,Grade,B-

_violin.py,LOC Metrics,Total Lines,632
_violin.py,LOC Metrics,Blank Lines,103
_violin.py,LOC Metrics,Comment Lines,39
_violin.py,LOC Metrics,Code Lines,490
_violin.py,Halstead Metrics,Unique Operators,14
_violin.py,Halstead Metrics,Unique Operands,414
_violin.py,Halstead Metrics,Total Operators,1296
_violin.py,Halstead Metrics,Total Operands,2198
_violin.py,Halstead Metrics,Vocabulary,428
_violin.py,Halstead Metrics,Length,3494
_violin.py,Halstead Metrics,Volume,30542.69
_violin.py,Halstead Metrics,Difficulty,37.16
_violin.py,Halstead Metrics,Effort,1135096.04
_violin.py,Keyword Frequency,import,23
_violin.py,Keyword Frequency,def,13
_violin.py,Keyword Frequency,for,35
_violin.py,Keyword Frequency,return,16
_violin.py,Keyword Frequency,if,30
_violin.py,Keyword Frequency,else,5
_violin.py,Keyword Frequency,with,12
_violin.py,General,Average Line Length,38.89
_violin.py,Results,Final Score,65
_violin.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,18
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,1
__init__.py,LOC Metrics,Code Lines,15
__init__.py,Halstead Metrics,Unique Operators,0
__init__.py,Halstead Metrics,Unique Operands,37
__init__.py,Halstead Metrics,Total Operators,0
__init__.py,Halstead Metrics,Total Operands,90
__init__.py,Halstead Metrics,Vocabulary,37
__init__.py,Halstead Metrics,Length,90
__init__.py,Halstead Metrics,Volume,468.85
__init__.py,Halstead Metrics,Difficulty,0.00
__init__.py,Halstead Metrics,Effort,0.00
__init__.py,Keyword Frequency,import,15
__init__.py,Keyword Frequency,for,1
__init__.py,General,Average Line Length,56.06
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

graph_objs.py,LOC Metrics,Total Lines,1795
graph_objs.py,LOC Metrics,Blank Lines,407
graph_objs.py,LOC Metrics,Comment Lines,17
graph_objs.py,LOC Metrics,Code Lines,1371
graph_objs.py,Halstead Metrics,Unique Operators,15
graph_objs.py,Halstead Metrics,Unique Operands,1034
graph_objs.py,Halstead Metrics,Total Operators,4363
graph_objs.py,Halstead Metrics,Total Operands,6363
graph_objs.py,Halstead Metrics,Vocabulary,1049
graph_objs.py,Halstead Metrics,Length,10726
graph_objs.py,Halstead Metrics,Volume,107633.25
graph_objs.py,Halstead Metrics,Difficulty,46.15
graph_objs.py,Halstead Metrics,Effort,4967628.58
graph_objs.py,Keyword Frequency,class,60
graph_objs.py,Keyword Frequency,for,105
graph_objs.py,Keyword Frequency,with,20
graph_objs.py,Keyword Frequency,import,9
graph_objs.py,Keyword Frequency,def,55
graph_objs.py,Keyword Frequency,return,65
graph_objs.py,Keyword Frequency,while,2
graph_objs.py,Keyword Frequency,if,97
graph_objs.py,Keyword Frequency,else,26
graph_objs.py,Keyword Frequency,try,7
graph_objs.py,Keyword Frequency,except,7
graph_objs.py,General,Average Line Length,46.16
graph_objs.py,Results,Final Score,65
graph_objs.py,Results,Grade,B-

graph_objs_tools.py,LOC Metrics,Total Lines,270
graph_objs_tools.py,LOC Metrics,Blank Lines,47
graph_objs_tools.py,LOC Metrics,Comment Lines,4
graph_objs_tools.py,LOC Metrics,Code Lines,219
graph_objs_tools.py,Halstead Metrics,Unique Operators,15
graph_objs_tools.py,Halstead Metrics,Unique Operands,262
graph_objs_tools.py,Halstead Metrics,Total Operators,604
graph_objs_tools.py,Halstead Metrics,Total Operands,929
graph_objs_tools.py,Halstead Metrics,Vocabulary,277
graph_objs_tools.py,Halstead Metrics,Length,1533
graph_objs_tools.py,Halstead Metrics,Volume,12438.37
graph_objs_tools.py,Halstead Metrics,Difficulty,26.59
graph_objs_tools.py,Halstead Metrics,Effort,330779.85
graph_objs_tools.py,Keyword Frequency,import,4
graph_objs_tools.py,Keyword Frequency,for,18
graph_objs_tools.py,Keyword Frequency,def,7
graph_objs_tools.py,Keyword Frequency,return,15
graph_objs_tools.py,Keyword Frequency,if,26
graph_objs_tools.py,Keyword Frequency,else,10
graph_objs_tools.py,Keyword Frequency,try,1
graph_objs_tools.py,Keyword Frequency,except,1
graph_objs_tools.py,Keyword Frequency,with,1
graph_objs_tools.py,General,Average Line Length,43.04
graph_objs_tools.py,Results,Final Score,65
graph_objs_tools.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,14
__init__.py,LOC Metrics,Blank Lines,4
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,10
__init__.py,Halstead Metrics,Unique Operators,5
__init__.py,Halstead Metrics,Unique Operands,44
__init__.py,Halstead Metrics,Total Operators,14
__init__.py,Halstead Metrics,Total Operands,58
__init__.py,Halstead Metrics,Vocabulary,49
__init__.py,Halstead Metrics,Length,72
__init__.py,Halstead Metrics,Volume,404.26
__init__.py,Halstead Metrics,Difficulty,3.30
__init__.py,Halstead Metrics,Effort,1332.22
__init__.py,Keyword Frequency,for,3
__init__.py,Keyword Frequency,import,2
__init__.py,Keyword Frequency,with,1
__init__.py,General,Average Line Length,39.90
__init__.py,Results,Final Score,70
__init__.py,Results,Grade,B

grid_objs.py,LOC Metrics,Total Lines,279
grid_objs.py,LOC Metrics,Blank Lines,44
grid_objs.py,LOC Metrics,Comment Lines,16
grid_objs.py,LOC Metrics,Code Lines,219
grid_objs.py,Halstead Metrics,Unique Operators,12
grid_objs.py,Halstead Metrics,Unique Operands,268
grid_objs.py,Halstead Metrics,Total Operators,460
grid_objs.py,Halstead Metrics,Total Operands,1117
grid_objs.py,Halstead Metrics,Vocabulary,280
grid_objs.py,Halstead Metrics,Length,1577
grid_objs.py,Halstead Metrics,Volume,12819.88
grid_objs.py,Halstead Metrics,Difficulty,25.01
grid_objs.py,Halstead Metrics,Effort,320592.65
grid_objs.py,Keyword Frequency,import,14
grid_objs.py,Keyword Frequency,class,3
grid_objs.py,Keyword Frequency,for,15
grid_objs.py,Keyword Frequency,with,7
grid_objs.py,Keyword Frequency,def,15
grid_objs.py,Keyword Frequency,if,16
grid_objs.py,Keyword Frequency,else,2
grid_objs.py,Keyword Frequency,return,11
grid_objs.py,General,Average Line Length,41.03
grid_objs.py,Results,Final Score,65
grid_objs.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,8
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,6
__init__.py,Halstead Metrics,Unique Operators,2
__init__.py,Halstead Metrics,Unique Operands,8
__init__.py,Halstead Metrics,Total Operators,10
__init__.py,Halstead Metrics,Total Operands,12
__init__.py,Halstead Metrics,Vocabulary,10
__init__.py,Halstead Metrics,Length,22
__init__.py,Halstead Metrics,Volume,73.08
__init__.py,Halstead Metrics,Difficulty,1.50
__init__.py,Halstead Metrics,Effort,109.62
__init__.py,Keyword Frequency,import,2
__init__.py,General,Average Line Length,20.00
__init__.py,Results,Final Score,90
__init__.py,Results,Grade,A+

mpltools.py,LOC Metrics,Total Lines,575
mpltools.py,LOC Metrics,Blank Lines,104
mpltools.py,LOC Metrics,Comment Lines,9
mpltools.py,LOC Metrics,Code Lines,462
mpltools.py,Halstead Metrics,Unique Operators,15
mpltools.py,Halstead Metrics,Unique Operands,590
mpltools.py,Halstead Metrics,Total Operators,1604
mpltools.py,Halstead Metrics,Total Operands,2463
mpltools.py,Halstead Metrics,Vocabulary,605
mpltools.py,Halstead Metrics,Length,4067
mpltools.py,Halstead Metrics,Volume,37582.30
mpltools.py,Halstead Metrics,Difficulty,31.31
mpltools.py,Halstead Metrics,Effort,1176676.28
mpltools.py,Keyword Frequency,for,28
mpltools.py,Keyword Frequency,import,4
mpltools.py,Keyword Frequency,def,29
mpltools.py,Keyword Frequency,if,27
mpltools.py,Keyword Frequency,return,62
mpltools.py,Keyword Frequency,else,18
mpltools.py,Keyword Frequency,with,4
mpltools.py,Keyword Frequency,class,1
mpltools.py,Keyword Frequency,try,6
mpltools.py,Keyword Frequency,except,5
mpltools.py,General,Average Line Length,41.32
mpltools.py,Results,Final Score,65
mpltools.py,Results,Grade,B-

renderer.py,LOC Metrics,Total Lines,731
renderer.py,LOC Metrics,Blank Lines,82
renderer.py,LOC Metrics,Comment Lines,10
renderer.py,LOC Metrics,Code Lines,639
renderer.py,Halstead Metrics,Unique Operators,15
renderer.py,Halstead Metrics,Unique Operands,688
renderer.py,Halstead Metrics,Total Operators,1884
renderer.py,Halstead Metrics,Total Operands,3276
